书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者,出版社
https://book.douban.com/subject/26904550/,https://img2.doubanio.com/view/subject/s/public/s29126641.jpg,威科夫操盘法,华尔街大师成功驾驭市场超过95年的秘技,8.5,187人,山西人民出版社 / 2016-10-1 / 48,暂无,山西人民出版社,山西人民出版社
https://book.douban.com/subject/27596775/,https://img1.doubanio.com/view/subject/s/public/s29628298.jpg,漫步华尔街（原书第11版）, ,8.3,747人,[美] 伯顿·G·马尔基尔 / 张伟 / 机械工业出版社 / 2018-1 / 69.00元,马尔基尔既是杰出的专业投资者，又是造诣精深的经济学家。在本书中，他将投资理论与实践水乳交融地结合在一起，由坚实基础理论和空中楼阁理论引出基本面分析和技术分析... ,伯顿·G·马尔基尔,机械工业出版社
https://book.douban.com/subject/26419787/,https://img9.doubanio.com/view/subject/s/public/s28104675.jpg,公司价值分析,案例与实践,9.0,467人,李杰 / 光明日报出版社 / 2015-5-1 / 20.00,暂无,李杰,光明日报出版社
https://book.douban.com/subject/5386830/,https://img9.doubanio.com/view/subject/s/public/s4572415.jpg,我如何从股市赚了200万, ,7.7,365人,尼古拉斯·达瓦斯 / 符彩霞 / 机械工业出版社 / 2011-1 / 25.00元,《我如何从股市赚了200万(珍藏版)》内容简介：他是一个舞蹈演员，因偶然的机会涉足股票市场，从3000美元起步。像许多新手一样，他一上来运气就不错，两个月赚... ,尼古拉斯·达瓦斯,机械工业出版社
https://book.douban.com/subject/27069088/,https://img1.doubanio.com/view/subject/s/public/s29475018.jpg,趋势交易, ,8.5,195人,[美]安德烈亚斯 F. 克列诺（Andreas F. Clenow） / 黄菊、杨睿 / 机械工业出版社 / 2017-6 / 59.00,暂无,安德烈亚斯 F. 克列诺,机械工业出版社
https://book.douban.com/subject/3107581/,https://img9.doubanio.com/view/subject/s/public/s6313805.jpg,史丹·温斯坦称傲牛熊市的秘密, ,9.0,906人,史丹·温斯坦 / 曹乾 / 中国青年出版社 / 2008-6 / 39.80元,《史丹•温斯坦称傲牛熊市的秘密》是一部不可思议的著作。是有史以来最棒的交易手册。一个人要经历多少次牛熊市，才能被称为“华尔街神童”？ 一个人要看过多少个市场... ,史丹·温斯坦,中国青年出版社
https://book.douban.com/subject/1021346/,https://img1.doubanio.com/view/subject/s/public/s1075087.jpg,股票作手回忆录, ,8.7,5479人,爱德温.李费佛(美) / 真如 / 海南出版社 / 2008/6 / 19.80元,本书以记述本世纪初期的股票和期货投机人Jesse Livermore生平事迹的经典作品。数十年来，一代又一代的金融专业人士和交易员都阅读过这本书，从中学习金... ,爱德温.李费佛,海南出版社
https://book.douban.com/subject/26981817/,https://img1.doubanio.com/view/subject/s/public/s29363197.jpg,澄明之境,青泽谈投资之道,8.3,602人,青泽 / 北京联合出版公司 / 2017-2-1 / 58,十多年前，我写了一本《十年一梦》，算是对自己投资人生的一个阶段性总结或者交代。又过了这么多年，难免又发生了很多故事或者说事故，我想还是得给自己一个说法，所以... ,青泽,北京联合出版公司
https://book.douban.com/subject/27167650/,https://img1.doubanio.com/view/subject/s/public/s29663639.jpg,给新手的极简股票课, ,7.6,1371人,lip师兄 / 中信出版集团股份有限公司 / 2017-4-30,为什么股市新手赚不了钱？为什么投资老手总亏钱？ 答案很简单：因为你炒股的“姿势”不对。 长期而言，股票是收益最高的资产。提供这些证据的不是统计专家，就是投资... ,lip师兄,中信出版集团股份有限公司
https://book.douban.com/subject/26849910/,https://img1.doubanio.com/view/subject/s/public/s28951618.jpg,炒股的智慧（第四版）, ,9.0,745人,陈江挺 / 中国社会科学出版社 / 2016-7-1 / 35.00,作者以在华尔街十几年搏击股海的经验教训为感悟素材，在研读了西方几百年来所有的炒股名著和炒股大师传记的基础上，对如何在股市获利最基本、最重要的问题进行了深入思... ,陈江挺,中国社会科学出版社
https://book.douban.com/subject/35143042/,https://img1.doubanio.com/view/subject/s/public/s33689368.jpg,cis股票交易术,凭一己之力撬动日经指数的投资哲学,7.0,322人,习思 cis / 朱佳 / 中国青年出版社 / 69.90元,暂无,习思 cis,中国青年出版社
https://book.douban.com/subject/33705284/,https://img1.doubanio.com/view/subject/s/public/s33442268.jpg,裸K线交易法,价格行为（Price Action）全面详解,8.3,309人,许佳聪 / 上海财经大学出版社 / 2019-5 / 88.00元,本书是作者运用裸K线进行交易实战的总结。主要介绍了裸K线交易的基础、裸K线交易的操盘技法以及裸K线交易法的实战应用。如果你对自己的交易思路并不明确，这本书可... ,许佳聪,上海财经大学出版社
https://book.douban.com/subject/30273539/,https://img9.doubanio.com/view/subject/s/public/s29818595.jpg,金融怪杰：华尔街的顶级交易员（典藏版）, ,9.0,106人,杰克D.施瓦格 / 机械工业出版社 / 2018-7 / 80.00元,暂无,杰克D.施瓦格,机械工业出版社
https://book.douban.com/subject/35498319/,https://img2.doubanio.com/view/subject/s/public/s33923601.jpg,缠论 缠中说禅核心炒股技术精解 第2版, ,7.6,28人,鲍迪克 / 人民邮电出版社 / 2020-11-1 / 59.8,暂无,鲍迪克,人民邮电出版社
https://book.douban.com/subject/35367361/,https://img2.doubanio.com/view/subject/s/public/s33834042.jpg,估值的标尺, ,8.1,200人,马喆 / 机械工业出版社 / 2021-2 / 88,暂无,马喆,机械工业出版社
https://book.douban.com/subject/1182173/,https://img1.doubanio.com/view/subject/s/public/s24969678.jpg,炒股的智慧,在华尔街炒股为生的体验(修订版),8.9,2777人,陈江挺 / 经济科学出版社 / 2004-1 / 22.00元,作者以在华尔街十多年投资股市的经验教训为感性素材，在研读了西方几百年来的炒股名著和炒股大师传记的基础之上，对投资股市最根本、最重要的问题进行了深入的思考和探... ,陈江挺,经济科学出版社
https://book.douban.com/subject/35342914/,https://img2.doubanio.com/view/subject/s/public/s33862182.jpg,追寻价值之路, ,8.6,93人,燕翔、战迪 / 经济科学出版社 / 2021-1 / 118.00元,2020年，恰逢我国资本市场建立30周年，本书系统回顾了1990～2020年A股的行情走势，并且在方法上更加注重使用量化的经验证据去解释行情变化。笔者尝试构... ,燕翔&战迪,经济科学出版社
https://book.douban.com/subject/27622006/,https://img1.doubanio.com/view/subject/s/public/s29700059.jpg,投资中不简单的事, ,7.5,1506人,邱国鹭、邓晓峰、卓利伟、孙庆瑞、冯柳、王世宏 / 四川人民出版社 / 2018-1-1 / 69.90元,投资中变与不变的是什么？如何把对市场状态的识别应用于投资实践？如何在资本市场中屏蔽噪音，做出正确的决策？如何用很“笨”的基本面投资逻辑，挣“守正出奇”之大财... ,邱国鹭&邓晓峰&卓利伟&孙庆瑞&冯柳&王世宏,四川人民出版社
https://book.douban.com/subject/25848496/,https://img1.doubanio.com/view/subject/s/public/s28052719.jpg,走进我的交易室, ,8.6,300人,亚历山大·埃尔德 / 高闻酉、马海涌 / 机械工业出版社 / 2014-1-1 / 55,暂无,亚历山大·埃尔德,机械工业出版社
https://book.douban.com/subject/10468108/,https://img3.doubanio.com/view/subject/s/public/s8894240.jpg,趋势交易法, ,8.7,100人,鹿希武 / 中国金融出版社 / 2011-12 / 80.00元,《趋势交易法(第2版):新增交易心理学》分为上篇和下篇两部分。上篇着重讲述交易心理方面的内容。首先讲述了潜意识在交易中起到的正面和负面作用，潜意识是我们交易... ,鹿希武,中国金融出版社
https://book.douban.com/subject/30323470/,https://img2.doubanio.com/view/subject/s/public/s29866853.jpg,证券分析师进阶指南, ,9.1,41人,保罗约翰逊 / 机械工业出版社 / 2018-10 / 139,在华尔街，长期以来，新入门的分析师们都只能通过痛苦的试错来掌握专业能力，在无助中不断地失败，毫无目标地探索，其过程无异于“火灾式洗礼”。为解决这个问题，索金... ,保罗约翰逊,机械工业出版社
https://book.douban.com/subject/4772963/,https://img9.doubanio.com/view/subject/s/public/s4409306.jpg,战胜华尔街, ,8.4,1335人,彼得•林奇 (Peter Lynch)、约翰•罗瑟查尔德 (John Rothchild) / 刘建位、徐晓杰、李国平 / 机械工业出版社 / 2010-4 / 48.00元,《战胜华尔街(珍藏版)》内容简介：继《彼得•林奇的成功投资》之后，《战胜华尔街》是林奇专门为业余投资者写的一本股票投资策略实践指南：林奇本人是如何具体实践自... ,彼得•林奇&约翰•罗瑟查尔德,机械工业出版社
https://book.douban.com/subject/26631278/,https://img1.doubanio.com/view/subject/s/public/s28305897.jpg,大投机家（修订版）,德国“证券教父”科斯托拉尼自传，一个投机者最后的告白。,8.5,275人,（匈）安德烈•科斯托拉尼 / 何宁 / 海南出版社 / 2015-11 / 38.00元,暂无,安德烈•科斯托拉尼,海南出版社
https://book.douban.com/subject/23774479/,https://img2.doubanio.com/view/subject/s/public/s29178592.jpg,期货交易策略, ,8.5,545人,斯坦利•克罗 (Stanley Kroll) / 山西人民出版社 / 2013-3-1 / 45.00元,一个良好的长期趋势跟踪系统最吸引人的地方，是仓位通常建立在趋势就要发动的起始点，而且是朝趋势的方向建立。一个良好的系统会让你在市场仍对你有利的情况下保持原有... ,斯坦利•克罗,山西人民出版社
https://book.douban.com/subject/1062393/,https://img1.doubanio.com/view/subject/s/public/s2269569.jpg,江恩华尔街45年, ,7.3,557人,威廉・D・江恩 / 陈鑫 / 机械工业出版社 / 2003-1 / 22.00元,《江恩华尔街45年》，给了你一次真正的股票市场教育。江恩45年的实际交易经验和市场研究使这本书的问世成为可能。他写自实际的应用，而不是理论。江恩：传奇式证券... ,威廉・D・江恩,机械工业出版社
https://book.douban.com/subject/5171466/,https://img1.doubanio.com/view/subject/s/public/s6211768.jpg,艾略特波浪理论,市场行为的关键,7.8,412人,[美] 小罗伯特·R. 普莱切特、阿尔弗雷德·J. 弗罗斯特 / 陈鑫 / 机械工业出版社 / 2010-8 / 38.00元,艾略特波浪理论中三段式的波浪前进，符合事物发生、发展和消亡的三个基本过程。在学习波浪理论之前，我认为应当首先明确股票市场的运动是有规律的，而这种客观规律是可... ,小罗伯特·R. 普莱切特&阿尔弗雷德·J. 弗罗斯特,机械工业出版社
https://book.douban.com/subject/30244481/,https://img1.doubanio.com/view/subject/s/public/s29789608.jpg,彼得·林奇的成功投资,典藏版,8.7,305人,彼得·林奇、约翰·罗瑟查尔德 / 刘建位、徐晓杰 / 机械工业出版社 / 2018-5 / 80.00元,通过本书，彼得·林奇让普通投资者建立了战胜专业投资者的信心，讲述了一套简单易学的股票投资策略。书中没有深奥的理论，菜鸟级的投资者也能心领神会，专业投资者则视... ,彼得·林奇&约翰·罗瑟查尔德,机械工业出版社
https://book.douban.com/subject/1951858/,https://img1.doubanio.com/view/subject/s/public/s2809258.jpg,1000%的男人,期货冠军奇迹的买卖方法,8.0,208人,(日)菲阿里、炭谷道孝 / 朱元曾、王虹 / 中国三峡出版社 / 2006-6 / 38.00元,《1000%的男人:期货冠军奇迹的买卖方法》附有图表注释，与其他一些理论性较强的期货交易的书籍相比，也许更便于读者阅读和理解。 ,菲阿里&炭谷道孝,中国三峡出版社
https://book.douban.com/subject/35374345/,https://img2.doubanio.com/view/subject/s/public/s33853933.jpg,财务报表分析与股票估值, ,8.4,29人,郭永清 / 机械工业出版社 / 2021-2 / 89.00,暂无,郭永清,机械工业出版社
https://book.douban.com/subject/27664690/,https://img1.doubanio.com/view/subject/s/public/s29665068.jpg,股票大作手回忆录（修订版）, ,8.8,128人,埃德温·勒菲弗 / 丁圣元 / 北京联合出版公司 / 2017-11 / 48.00元,在过往100年的金钱游戏里，曾出现许多高手，但后人难以忘怀的非杰西·利弗莫尔莫属。对数字的极端敏感加之惊人的记忆力，使不到20岁的利弗莫尔，就掌握了一套无往... ,埃德温·勒菲弗,北京联合出版公司
https://book.douban.com/subject/30271896/,https://img2.doubanio.com/view/subject/s/public/s33804293.jpg,日本蜡烛图技术新解（典藏版）, ,8.8,50人,史蒂夫·尼森 / 梁超群、陈辉 / 机械工业出版社 / 2018-7 / 60,1990年，史蒂夫·尼森将古老的日本蜡烛图技术系统地介绍给了西方投资界，这一举动震惊了使用传统技术分析方法的人，史蒂夫·尼森因此被誉为现代蜡烛图技术之父。今... ,史蒂夫·尼森,机械工业出版社
https://book.douban.com/subject/30336437/,https://img9.doubanio.com/view/subject/s/public/s29879654.jpg,约翰·聂夫的成功投资（典藏版）, ,8.5,79人,约翰·聂夫、史蒂文·明茨 / 机械工业出版社 / 2018-10 / 69,约翰·聂夫作为一位杰出的投资领域专家，执掌温莎30余载。在此期间，聂夫带领温莎从最初的遭受重创迷失方向，走到最终以超过市场平均收益率3%的成绩遥遥领先，深获... ,约翰·聂夫&史蒂文·明茨,机械工业出版社
https://book.douban.com/subject/4100680/,https://img1.doubanio.com/view/subject/s/public/s4026849.jpg,巴菲特的护城河,寻找超额收益公司，构建股票首富城堡,8.5,1827人,帕特·多尔西 / 刘寅龙 / 广东经济出版社 / 2009年11月 / 29.80元,暂无,帕特·多尔西,广东经济出版社
https://book.douban.com/subject/26647310/,https://img9.doubanio.com/view/subject/s/public/s28322816.jpg,100倍超级强势股,我如何在28个月内用4.8万从股市赚到680万,8.2,352人,[美] 杰西·C.斯泰恩 / 谭浩 / 广东经济出版社 / 2015-11-1 / 49.80元,暂无,杰西·C.斯泰恩,广东经济出版社
